path,label
data\raw\dogs\8838.jpg,dogs
data\raw\dogs\9891.jpg,dogs
data\raw\dogs\7749.jpg,dogs
data\raw\dogs\4981.jpg,dogs
data\raw\cats\291.jpg,cats
data\raw\dogs\6462.jpg,dogs
data\raw\dogs\697.jpg,dogs
data\raw\cats\4467.jpg,cats
data\raw\cats\9458.jpg,cats
data\raw\dogs\2695.jpg,dogs
data\raw\cats\7593.jpg,cats
data\raw\cats\4060.jpg,cats
data\raw\cats\8367.jpg,cats
data\raw\dogs\4143.jpg,dogs
data\raw\cats\3158.jpg,cats
data\raw\cats\4995.jpg,cats
data\raw\cats\10790.jpg,cats
data\raw\dogs\1511.jpg,dogs
data\raw\cats\3321.jpg,cats
data\raw\cats\4130.jpg,cats
data\raw\dogs\520.jpg,dogs
data\raw\cats\887.jpg,cats
data\raw\dogs\10038.jpg,dogs
data\raw\cats\10946.jpg,cats
data\raw\dogs\8705.jpg,dogs
data\raw\cats\7854.jpg,cats
data\raw\cats\8294.jpg,cats
data\raw\dogs\4828.jpg,dogs
data\raw\dogs\6980.jpg,dogs
data\raw\cats\5469.jpg,cats
data\raw\dogs\2483.jpg,dogs
data\raw\dogs\10882.jpg,dogs
data\raw\cats\651.jpg,cats
data\raw\cats\149.jpg,cats
data\raw\cats\12148.jpg,cats
data\raw\cats\4771.jpg,cats
data\raw\dogs\8384.jpg,dogs
data\raw\dogs\11770.jpg,dogs
data\raw\dogs\1234.jpg,dogs
data\raw\dogs\5876.jpg,dogs
data\raw\cats\1062.jpg,cats
data\raw\cats\10714.jpg,cats
data\raw\cats\567.jpg,cats
data\raw\cats\5023.jpg,cats
data\raw\cats\10703.jpg,cats
data\raw\cats\1743.jpg,cats
data\raw\cats\10413.jpg,cats
data\raw\dogs\434.jpg,dogs
data\raw\cats\10427.jpg,cats
data\raw\dogs\8412.jpg,dogs
data\raw\dogs\8815.jpg,dogs
data\raw\dogs\2265.jpg,dogs
data\raw\cats\4004.jpg,cats
data\raw\cats\12470.jpg,cats
data\raw\dogs\10887.jpg,dogs
data\raw\dogs\6214.jpg,dogs
data\raw\cats\11235.jpg,cats
data\raw\cats\3046.jpg,cats
data\raw\dogs\5070.jpg,dogs
data\raw\dogs\5205.jpg,dogs
data\raw\cats\11732.jpg,cats
data\raw\dogs\3217.jpg,dogs
data\raw\cats\7449.jpg,cats
data\raw\cats\12355.jpg,cats
data\raw\cats\7191.jpg,cats
data\raw\cats\12364.jpg,cats
data\raw\dogs\499.jpg,dogs
data\raw\dogs\5489.jpg,dogs
data\raw\dogs\10510.jpg,dogs
data\raw\dogs\2972.jpg,dogs
data\raw\cats\321.jpg,cats
data\raw\cats\7647.jpg,cats
data\raw\cats\7255.jpg,cats
data\raw\cats\1317.jpg,cats
data\raw\cats\12292.jpg,cats
data\raw\cats\191.jpg,cats
data\raw\cats\7960.jpg,cats
data\raw\cats\7586.jpg,cats
data\raw\dogs\7839.jpg,dogs
data\raw\cats\2170.jpg,cats
data\raw\dogs\813.jpg,dogs
data\raw\cats\7277.jpg,cats
data\raw\cats\9294.jpg,cats
data\raw\cats\9401.jpg,cats
data\raw\dogs\6894.jpg,dogs
data\raw\dogs\7323.jpg,dogs
data\raw\cats\9059.jpg,cats
data\raw\dogs\8861.jpg,dogs
data\raw\cats\85.jpg,cats
data\raw\cats\11311.jpg,cats
data\raw\dogs\8157.jpg,dogs
data\raw\cats\7568.jpg,cats
data\raw\dogs\1299.jpg,dogs
data\raw\dogs\7041.jpg,dogs
data\raw\cats\4253.jpg,cats
data\raw\cats\2638.jpg,cats
data\raw\cats\10777.jpg,cats
data\raw\dogs\11502.jpg,dogs
data\raw\dogs\2462.jpg,dogs
data\raw\cats\698.jpg,cats
data\raw\cats\7199.jpg,cats
data\raw\cats\11930.jpg,cats
data\raw\dogs\5648.jpg,dogs
data\raw\dogs\12379.jpg,dogs
data\raw\cats\5527.jpg,cats
data\raw\dogs\2844.jpg,dogs
data\raw\dogs\3313.jpg,dogs
data\raw\cats\4076.jpg,cats
data\raw\cats\733.jpg,cats
data\raw\cats\10901.jpg,cats
data\raw\cats\5318.jpg,cats
data\raw\dogs\1060.jpg,dogs
data\raw\cats\6347.jpg,cats
data\raw\cats\6707.jpg,cats
data\raw\dogs\5271.jpg,dogs
data\raw\cats\11099.jpg,cats
data\raw\cats\10283.jpg,cats
data\raw\dogs\6027.jpg,dogs
data\raw\dogs\8831.jpg,dogs
data\raw\dogs\2658.jpg,dogs
data\raw\cats\5461.jpg,cats
data\raw\cats\5320.jpg,cats
data\raw\cats\3315.jpg,cats
data\raw\cats\529.jpg,cats
data\raw\dogs\7429.jpg,dogs
data\raw\dogs\729.jpg,dogs
data\raw\dogs\4113.jpg,dogs
data\raw\cats\9308.jpg,cats
data\raw\dogs\9554.jpg,dogs
data\raw\dogs\10259.jpg,dogs
data\raw\dogs\4433.jpg,dogs
data\raw\cats\8778.jpg,cats
data\raw\cats\8457.jpg,cats
data\raw\cats\3843.jpg,cats
data\raw\cats\12218.jpg,cats
data\raw\cats\4177.jpg,cats
data\raw\dogs\7766.jpg,dogs
data\raw\dogs\2906.jpg,dogs
data\raw\dogs\4782.jpg,dogs
data\raw\cats\3454.jpg,cats
data\raw\cats\10810.jpg,cats
data\raw\cats\10987.jpg,cats
data\raw\dogs\10625.jpg,dogs
data\raw\dogs\1845.jpg,dogs
data\raw\cats\2185.jpg,cats
data\raw\cats\7629.jpg,cats
data\raw\cats\3525.jpg,cats
data\raw\cats\11061.jpg,cats
data\raw\dogs\2652.jpg,dogs
data\raw\dogs\11025.jpg,dogs
data\raw\dogs\6811.jpg,dogs
data\raw\dogs\9941.jpg,dogs
data\raw\cats\179.jpg,cats
data\raw\cats\8715.jpg,cats
data\raw\dogs\11475.jpg,dogs
data\raw\dogs\2795.jpg,dogs
data\raw\dogs\5754.jpg,dogs
data\raw\cats\10517.jpg,cats
data\raw\cats\1024.jpg,cats
data\raw\cats\8957.jpg,cats
data\raw\cats\9168.jpg,cats
data\raw\dogs\1934.jpg,dogs
data\raw\dogs\6341.jpg,dogs
data\raw\cats\1092.jpg,cats
data\raw\dogs\333.jpg,dogs
data\raw\dogs\853.jpg,dogs
data\raw\cats\255.jpg,cats
data\raw\cats\9601.jpg,cats
data\raw\cats\1968.jpg,cats
data\raw\dogs\2821.jpg,dogs
data\raw\cats\4210.jpg,cats
data\raw\cats\12106.jpg,cats
data\raw\dogs\6085.jpg,dogs
data\raw\cats\4140.jpg,cats
data\raw\dogs\6949.jpg,dogs
data\raw\cats\9014.jpg,cats
data\raw\dogs\3583.jpg,dogs
data\raw\cats\4391.jpg,cats
data\raw\dogs\8079.jpg,dogs
data\raw\dogs\3873.jpg,dogs
data\raw\cats\6666.jpg,cats
data\raw\cats\11406.jpg,cats
data\raw\cats\4405.jpg,cats
data\raw\dogs\2869.jpg,dogs
data\raw\dogs\10857.jpg,dogs
data\raw\cats\1020.jpg,cats
data\raw\cats\11889.jpg,cats
data\raw\dogs\5112.jpg,dogs
data\raw\cats\4349.jpg,cats
data\raw\dogs\5567.jpg,dogs
data\raw\dogs\7001.jpg,dogs
data\raw\cats\6108.jpg,cats
data\raw\dogs\8954.jpg,dogs
data\raw\cats\4488.jpg,cats
data\raw\dogs\2247.jpg,dogs
data\raw\dogs\8798.jpg,dogs
data\raw\cats\11894.jpg,cats
data\raw\cats\8298.jpg,cats
data\raw\cats\8641.jpg,cats
data\raw\cats\430.jpg,cats
data\raw\cats\8289.jpg,cats
data\raw\dogs\10061.jpg,dogs
data\raw\cats\1148.jpg,cats
data\raw\dogs\3497.jpg,dogs
data\raw\cats\211.jpg,cats
data\raw\cats\4987.jpg,cats
data\raw\dogs\11783.jpg,dogs
data\raw\cats\2169.jpg,cats
data\raw\dogs\933.jpg,dogs
data\raw\dogs\1990.jpg,dogs
data\raw\dogs\8289.jpg,dogs
data\raw\dogs\6313.jpg,dogs
data\raw\cats\2537.jpg,cats
data\raw\cats\3205.jpg,cats
data\raw\dogs\12049.jpg,dogs
data\raw\cats\3240.jpg,cats
data\raw\dogs\8612.jpg,dogs
data\raw\dogs\7956.jpg,dogs
data\raw\cats\6914.jpg,cats
data\raw\dogs\1876.jpg,dogs
data\raw\cats\555.jpg,cats
data\raw\dogs\10563.jpg,dogs
data\raw\dogs\5220.jpg,dogs
data\raw\dogs\3971.jpg,dogs
data\raw\dogs\12037.jpg,dogs
data\raw\dogs\7462.jpg,dogs
data\raw\cats\7098.jpg,cats
data\raw\cats\5271.jpg,cats
data\raw\cats\10647.jpg,cats
data\raw\dogs\1175.jpg,dogs
data\raw\dogs\3401.jpg,dogs
data\raw\dogs\4731.jpg,dogs
data\raw\cats\9420.jpg,cats
data\raw\dogs\10374.jpg,dogs
data\raw\cats\2406.jpg,cats
data\raw\cats\12001.jpg,cats
data\raw\dogs\2112.jpg,dogs
data\raw\cats\10150.jpg,cats
data\raw\cats\11444.jpg,cats
data\raw\cats\12244.jpg,cats
data\raw\dogs\1335.jpg,dogs
data\raw\dogs\2509.jpg,dogs
data\raw\dogs\4374.jpg,dogs
data\raw\dogs\4580.jpg,dogs
data\raw\dogs\11725.jpg,dogs
data\raw\dogs\999.jpg,dogs
data\raw\cats\9100.jpg,cats
data\raw\cats\12017.jpg,cats
data\raw\dogs\12261.jpg,dogs
data\raw\cats\12452.jpg,cats
data\raw\dogs\3192.jpg,dogs
data\raw\cats\2098.jpg,cats
data\raw\dogs\5659.jpg,dogs
data\raw\dogs\3509.jpg,dogs
data\raw\dogs\5848.jpg,dogs
data\raw\dogs\6640.jpg,dogs
data\raw\cats\588.jpg,cats
data\raw\cats\9849.jpg,cats
data\raw\dogs\10333.jpg,dogs
data\raw\dogs\3302.jpg,dogs
data\raw\cats\513.jpg,cats
data\raw\dogs\6743.jpg,dogs
data\raw\dogs\10993.jpg,dogs
data\raw\cats\6616.jpg,cats
data\raw\dogs\5111.jpg,dogs
data\raw\dogs\8020.jpg,dogs
data\raw\dogs\11973.jpg,dogs
data\raw\dogs\1583.jpg,dogs
data\raw\dogs\1501.jpg,dogs
data\raw\dogs\9601.jpg,dogs
data\raw\cats\5505.jpg,cats
data\raw\dogs\4954.jpg,dogs
data\raw\dogs\1922.jpg,dogs
data\raw\cats\11322.jpg,cats
data\raw\cats\6747.jpg,cats
data\raw\dogs\11827.jpg,dogs
data\raw\dogs\2122.jpg,dogs
data\raw\cats\11376.jpg,cats
data\raw\dogs\5714.jpg,dogs
data\raw\dogs\10098.jpg,dogs
data\raw\dogs\7796.jpg,dogs
data\raw\cats\147.jpg,cats
data\raw\cats\12426.jpg,cats
data\raw\cats\4352.jpg,cats
data\raw\cats\2959.jpg,cats
data\raw\dogs\10173.jpg,dogs
data\raw\dogs\1711.jpg,dogs
data\raw\cats\11399.jpg,cats
data\raw\cats\11756.jpg,cats
data\raw\cats\1847.jpg,cats
data\raw\cats\10907.jpg,cats
data\raw\dogs\6583.jpg,dogs
data\raw\dogs\4929.jpg,dogs
data\raw\cats\7892.jpg,cats
data\raw\dogs\3341.jpg,dogs
data\raw\cats\3683.jpg,cats
data\raw\cats\2340.jpg,cats
data\raw\cats\9399.jpg,cats
data\raw\cats\9893.jpg,cats
data\raw\dogs\10222.jpg,dogs
data\raw\cats\7570.jpg,cats
data\raw\cats\7648.jpg,cats
data\raw\dogs\5575.jpg,dogs
data\raw\cats\12429.jpg,cats
data\raw\cats\360.jpg,cats
data\raw\dogs\9762.jpg,dogs
data\raw\cats\9536.jpg,cats
data\raw\cats\3701.jpg,cats
data\raw\cats\2321.jpg,cats
data\raw\dogs\3754.jpg,dogs
data\raw\dogs\4328.jpg,dogs
data\raw\dogs\12494.jpg,dogs
data\raw\dogs\9744.jpg,dogs
data\raw\cats\7592.jpg,cats
data\raw\dogs\12192.jpg,dogs
data\raw\dogs\1806.jpg,dogs
data\raw\dogs\10980.jpg,dogs
data\raw\cats\6727.jpg,cats
data\raw\cats\2217.jpg,cats
data\raw\dogs\2974.jpg,dogs
data\raw\dogs\5463.jpg,dogs
data\raw\cats\9379.jpg,cats
data\raw\cats\11759.jpg,cats
data\raw\dogs\1388.jpg,dogs
data\raw\dogs\9800.jpg,dogs
data\raw\dogs\10232.jpg,dogs
data\raw\cats\81.jpg,cats
data\raw\dogs\8189.jpg,dogs
data\raw\cats\10011.jpg,cats
data\raw\cats\9293.jpg,cats
data\raw\dogs\5310.jpg,dogs
data\raw\dogs\5011.jpg,dogs
data\raw\dogs\6176.jpg,dogs
data\raw\cats\4976.jpg,cats
data\raw\dogs\10603.jpg,dogs
data\raw\cats\5361.jpg,cats
data\raw\dogs\6425.jpg,dogs
data\raw\cats\1491.jpg,cats
data\raw\cats\10252.jpg,cats
data\raw\cats\261.jpg,cats
data\raw\dogs\10705.jpg,dogs
data\raw\dogs\6478.jpg,dogs
data\raw\dogs\11419.jpg,dogs
data\raw\cats\9236.jpg,cats
data\raw\dogs\6109.jpg,dogs
data\raw\dogs\10437.jpg,dogs
data\raw\dogs\528.jpg,dogs
data\raw\dogs\9220.jpg,dogs
data\raw\cats\379.jpg,cats
data\raw\cats\6639.jpg,cats
data\raw\cats\11384.jpg,cats
data\raw\cats\11597.jpg,cats
data\raw\cats\11285.jpg,cats
data\raw\dogs\5395.jpg,dogs
data\raw\cats\11185.jpg,cats
data\raw\cats\3272.jpg,cats
data\raw\cats\11966.jpg,cats
data\raw\dogs\11574.jpg,dogs
data\raw\cats\3723.jpg,cats
data\raw\dogs\4668.jpg,dogs
data\raw\cats\598.jpg,cats
data\raw\cats\11566.jpg,cats
data\raw\cats\10123.jpg,cats
data\raw\cats\2997.jpg,cats
data\raw\cats\11341.jpg,cats
data\raw\dogs\6961.jpg,dogs
data\raw\cats\5430.jpg,cats
data\raw\dogs\5420.jpg,dogs
data\raw\cats\11091.jpg,cats
data\raw\dogs\11417.jpg,dogs
data\raw\cats\4205.jpg,cats
data\raw\dogs\1217.jpg,dogs
data\raw\dogs\6187.jpg,dogs
data\raw\dogs\7674.jpg,dogs
data\raw\cats\3934.jpg,cats
data\raw\dogs\12018.jpg,dogs
data\raw\cats\2071.jpg,cats
data\raw\cats\1700.jpg,cats
data\raw\cats\8314.jpg,cats
data\raw\dogs\4175.jpg,dogs
data\raw\cats\12487.jpg,cats
data\raw\dogs\11425.jpg,dogs
data\raw\cats\11080.jpg,cats
data\raw\cats\7734.jpg,cats
data\raw\dogs\8938.jpg,dogs
data\raw\cats\7309.jpg,cats
data\raw\dogs\1329.jpg,dogs
data\raw\dogs\11681.jpg,dogs
data\raw\dogs\1878.jpg,dogs
data\raw\dogs\6845.jpg,dogs
data\raw\cats\8583.jpg,cats
data\raw\dogs\1426.jpg,dogs
data\raw\cats\5707.jpg,cats
data\raw\cats\9632.jpg,cats
data\raw\cats\5316.jpg,cats
data\raw\dogs\1592.jpg,dogs
data\raw\cats\201.jpg,cats
data\raw\dogs\6412.jpg,dogs
data\raw\cats\8411.jpg,cats
data\raw\cats\6597.jpg,cats
data\raw\cats\7477.jpg,cats
data\raw\dogs\5370.jpg,dogs
data\raw\cats\4571.jpg,cats
data\raw\dogs\7397.jpg,dogs
data\raw\dogs\9271.jpg,dogs
data\raw\cats\3035.jpg,cats
data\raw\dogs\221.jpg,dogs
data\raw\cats\10863.jpg,cats
data\raw\cats\10149.jpg,cats
data\raw\cats\10682.jpg,cats
data\raw\dogs\4778.jpg,dogs
data\raw\dogs\4676.jpg,dogs
data\raw\dogs\3890.jpg,dogs
data\raw\cats\7271.jpg,cats
data\raw\dogs\11986.jpg,dogs
data\raw\cats\10319.jpg,cats
data\raw\cats\9099.jpg,cats
data\raw\cats\9739.jpg,cats
data\raw\cats\7071.jpg,cats
data\raw\cats\6148.jpg,cats
data\raw\cats\12392.jpg,cats
data\raw\dogs\10050.jpg,dogs
data\raw\dogs\6682.jpg,dogs
data\raw\cats\4986.jpg,cats
data\raw\cats\2382.jpg,cats
data\raw\dogs\4388.jpg,dogs
data\raw\dogs\10442.jpg,dogs
data\raw\cats\7190.jpg,cats
data\raw\cats\9594.jpg,cats
data\raw\dogs\3364.jpg,dogs
data\raw\dogs\11581.jpg,dogs
data\raw\dogs\7676.jpg,dogs
data\raw\dogs\11505.jpg,dogs
data\raw\dogs\2454.jpg,dogs
data\raw\cats\11090.jpg,cats
data\raw\dogs\11636.jpg,dogs
data\raw\dogs\5461.jpg,dogs
data\raw\cats\1351.jpg,cats
data\raw\cats\5536.jpg,cats
data\raw\cats\658.jpg,cats
data\raw\dogs\180.jpg,dogs
data\raw\cats\5596.jpg,cats
data\raw\cats\4291.jpg,cats
data\raw\dogs\6307.jpg,dogs
data\raw\dogs\5699.jpg,dogs
data\raw\cats\1097.jpg,cats
data\raw\dogs\4747.jpg,dogs
data\raw\cats\2344.jpg,cats
data\raw\dogs\10518.jpg,dogs
data\raw\dogs\6900.jpg,dogs
data\raw\dogs\6893.jpg,dogs
data\raw\dogs\8847.jpg,dogs
data\raw\cats\826.jpg,cats
data\raw\cats\7200.jpg,cats
data\raw\dogs\10283.jpg,dogs
data\raw\dogs\11118.jpg,dogs
data\raw\cats\10526.jpg,cats
data\raw\cats\6644.jpg,cats
data\raw\cats\8296.jpg,cats
data\raw\cats\11699.jpg,cats
data\raw\dogs\86.jpg,dogs
data\raw\dogs\4685.jpg,dogs
data\raw\dogs\1856.jpg,dogs
data\raw\dogs\8122.jpg,dogs
data\raw\dogs\7361.jpg,dogs
data\raw\cats\6529.jpg,cats
data\raw\dogs\384.jpg,dogs
data\raw\dogs\2360.jpg,dogs
data\raw\dogs\10070.jpg,dogs
data\raw\dogs\1980.jpg,dogs
data\raw\cats\10132.jpg,cats
data\raw\cats\476.jpg,cats
data\raw\cats\1387.jpg,cats
data\raw\dogs\7402.jpg,dogs
data\raw\cats\11131.jpg,cats
data\raw\cats\3726.jpg,cats
data\raw\dogs\6159.jpg,dogs
data\raw\cats\4184.jpg,cats
data\raw\cats\5005.jpg,cats
data\raw\dogs\10716.jpg,dogs
data\raw\cats\278.jpg,cats
data\raw\dogs\2512.jpg,dogs
data\raw\dogs\2859.jpg,dogs
data\raw\dogs\1192.jpg,dogs
data\raw\dogs\11056.jpg,dogs
data\raw\dogs\9631.jpg,dogs
data\raw\dogs\959.jpg,dogs
data\raw\dogs\11089.jpg,dogs
data\raw\cats\11024.jpg,cats
data\raw\dogs\4238.jpg,dogs
data\raw\cats\610.jpg,cats
data\raw\cats\2093.jpg,cats
data\raw\dogs\9764.jpg,dogs
data\raw\dogs\8699.jpg,dogs
data\raw\dogs\6170.jpg,dogs
data\raw\cats\1818.jpg,cats
data\raw\dogs\9863.jpg,dogs
data\raw\cats\4676.jpg,cats
data\raw\cats\7710.jpg,cats
data\raw\dogs\9496.jpg,dogs
data\raw\dogs\1262.jpg,dogs
data\raw\cats\916.jpg,cats
data\raw\cats\9141.jpg,cats
data\raw\cats\1934.jpg,cats
data\raw\cats\7003.jpg,cats
data\raw\cats\11561.jpg,cats
data\raw\cats\1152.jpg,cats
data\raw\cats\6561.jpg,cats
data\raw\cats\10972.jpg,cats
data\raw\dogs\3403.jpg,dogs
data\raw\dogs\347.jpg,dogs
data\raw\dogs\6913.jpg,dogs
data\raw\cats\11417.jpg,cats
data\raw\cats\3235.jpg,cats
data\raw\cats\8972.jpg,cats
data\raw\dogs\11625.jpg,dogs
data\raw\cats\4091.jpg,cats
data\raw\dogs\6878.jpg,dogs
data\raw\cats\5488.jpg,cats
data\raw\cats\2233.jpg,cats
data\raw\dogs\4642.jpg,dogs
data\raw\cats\9031.jpg,cats
data\raw\cats\6451.jpg,cats
data\raw\dogs\12176.jpg,dogs
data\raw\dogs\4803.jpg,dogs
data\raw\dogs\5589.jpg,dogs
data\raw\cats\1066.jpg,cats
data\raw\cats\7979.jpg,cats
data\raw\dogs\10723.jpg,dogs
data\raw\dogs\9039.jpg,dogs
data\raw\dogs\10142.jpg,dogs
data\raw\cats\964.jpg,cats
data\raw\dogs\8980.jpg,dogs
data\raw\cats\8882.jpg,cats
data\raw\cats\4255.jpg,cats
data\raw\cats\5346.jpg,cats
data\raw\cats\7390.jpg,cats
data\raw\dogs\10688.jpg,dogs
data\raw\dogs\12186.jpg,dogs
data\raw\dogs\5936.jpg,dogs
data\raw\cats\208.jpg,cats
data\raw\dogs\5423.jpg,dogs
data\raw\cats\9576.jpg,cats
data\raw\cats\11688.jpg,cats
data\raw\cats\9421.jpg,cats
data\raw\dogs\6361.jpg,dogs
data\raw\dogs\5809.jpg,dogs
data\raw\cats\860.jpg,cats
data\raw\dogs\3071.jpg,dogs
data\raw\dogs\144.jpg,dogs
data\raw\cats\4843.jpg,cats
data\raw\cats\12407.jpg,cats
data\raw\cats\3803.jpg,cats
data\raw\dogs\1581.jpg,dogs
data\raw\dogs\9134.jpg,dogs
data\raw\dogs\7677.jpg,dogs
data\raw\dogs\11776.jpg,dogs
data\raw\dogs\3111.jpg,dogs
data\raw\dogs\4011.jpg,dogs
data\raw\dogs\9541.jpg,dogs
data\raw\cats\3917.jpg,cats
data\raw\dogs\2284.jpg,dogs
data\raw\cats\9176.jpg,cats
data\raw\cats\1582.jpg,cats
data\raw\cats\7005.jpg,cats
data\raw\dogs\10097.jpg,dogs
data\raw\cats\7491.jpg,cats
data\raw\dogs\2229.jpg,dogs
data\raw\cats\5286.jpg,cats
data\raw\cats\500.jpg,cats
data\raw\dogs\7658.jpg,dogs
data\raw\cats\553.jpg,cats
data\raw\cats\4575.jpg,cats
data\raw\cats\2729.jpg,cats
data\raw\dogs\2799.jpg,dogs
data\raw\dogs\6026.jpg,dogs
data\raw\dogs\9466.jpg,dogs
data\raw\dogs\11736.jpg,dogs
data\raw\cats\12314.jpg,cats
data\raw\cats\9459.jpg,cats
data\raw\dogs\2911.jpg,dogs
data\raw\dogs\1480.jpg,dogs
data\raw\cats\1554.jpg,cats
data\raw\dogs\3280.jpg,dogs
data\raw\dogs\5718.jpg,dogs
data\raw\cats\12373.jpg,cats
data\raw\dogs\1227.jpg,dogs
data\raw\cats\79.jpg,cats
data\raw\cats\10274.jpg,cats
data\raw\dogs\6096.jpg,dogs
data\raw\cats\349.jpg,cats
data\raw\dogs\867.jpg,dogs
data\raw\cats\354.jpg,cats
data\raw\cats\1518.jpg,cats
data\raw\cats\12082.jpg,cats
data\raw\cats\6000.jpg,cats
data\raw\dogs\12385.jpg,dogs
data\raw\cats\11309.jpg,cats
data\raw\cats\2595.jpg,cats
data\raw\dogs\9414.jpg,dogs
data\raw\dogs\366.jpg,dogs
data\raw\cats\2751.jpg,cats
data\raw\dogs\9352.jpg,dogs
data\raw\cats\9841.jpg,cats
data\raw\cats\271.jpg,cats
data\raw\dogs\5009.jpg,dogs
data\raw\cats\1434.jpg,cats
data\raw\cats\4895.jpg,cats
data\raw\cats\12255.jpg,cats
data\raw\cats\619.jpg,cats
data\raw\cats\3898.jpg,cats
data\raw\dogs\10935.jpg,dogs
data\raw\dogs\11634.jpg,dogs
data\raw\dogs\186.jpg,dogs
data\raw\dogs\7102.jpg,dogs
data\raw\cats\1719.jpg,cats
data\raw\cats\10196.jpg,cats
data\raw\cats\6685.jpg,cats
data\raw\dogs\505.jpg,dogs
data\raw\cats\1242.jpg,cats
data\raw\dogs\2759.jpg,dogs
data\raw\cats\9959.jpg,cats
data\raw\dogs\9379.jpg,dogs
data\raw\dogs\201.jpg,dogs
data\raw\cats\3896.jpg,cats
data\raw\cats\12338.jpg,cats
data\raw\dogs\12082.jpg,dogs
data\raw\dogs\10073.jpg,dogs
data\raw\cats\6109.jpg,cats
data\raw\dogs\2883.jpg,dogs
data\raw\dogs\8507.jpg,dogs
data\raw\cats\10948.jpg,cats
data\raw\cats\6642.jpg,cats
data\raw\dogs\8098.jpg,dogs
data\raw\cats\7977.jpg,cats
data\raw\dogs\3872.jpg,dogs
data\raw\dogs\3533.jpg,dogs
data\raw\dogs\2492.jpg,dogs
data\raw\dogs\1406.jpg,dogs
data\raw\cats\11059.jpg,cats
data\raw\dogs\11184.jpg,dogs
data\raw\cats\8263.jpg,cats
data\raw\cats\8865.jpg,cats
data\raw\cats\2338.jpg,cats
data\raw\cats\11720.jpg,cats
data\raw\cats\6754.jpg,cats
data\raw\cats\5121.jpg,cats
data\raw\dogs\7775.jpg,dogs
data\raw\cats\4794.jpg,cats
data\raw\cats\12005.jpg,cats
data\raw\cats\5595.jpg,cats
data\raw\dogs\12432.jpg,dogs
data\raw\dogs\7855.jpg,dogs
data\raw\cats\10001.jpg,cats
data\raw\dogs\8713.jpg,dogs
data\raw\cats\2043.jpg,cats
data\raw\cats\4633.jpg,cats
data\raw\cats\773.jpg,cats
data\raw\cats\5092.jpg,cats
data\raw\cats\10631.jpg,cats
data\raw\cats\8143.jpg,cats
data\raw\cats\1381.jpg,cats
data\raw\cats\12161.jpg,cats
data\raw\dogs\4029.jpg,dogs
data\raw\dogs\10923.jpg,dogs
data\raw\cats\388.jpg,cats
data\raw\dogs\8821.jpg,dogs
data\raw\dogs\771.jpg,dogs
data\raw\cats\7079.jpg,cats
data\raw\dogs\4270.jpg,dogs
data\raw\dogs\7158.jpg,dogs
data\raw\dogs\9335.jpg,dogs
data\raw\dogs\7539.jpg,dogs
data\raw\cats\1198.jpg,cats
data\raw\cats\6410.jpg,cats
data\raw\dogs\1530.jpg,dogs
data\raw\dogs\3990.jpg,dogs
data\raw\dogs\11456.jpg,dogs
data\raw\dogs\10062.jpg,dogs
data\raw\cats\9130.jpg,cats
data\raw\dogs\2211.jpg,dogs
data\raw\cats\6924.jpg,cats
data\raw\cats\9900.jpg,cats
data\raw\dogs\10116.jpg,dogs
data\raw\cats\11661.jpg,cats
data\raw\cats\1633.jpg,cats
data\raw\cats\3813.jpg,cats
data\raw\dogs\6115.jpg,dogs
data\raw\cats\20.jpg,cats
data\raw\dogs\1551.jpg,dogs
data\raw\cats\5360.jpg,cats
data\raw\cats\8197.jpg,cats
data\raw\dogs\10269.jpg,dogs
data\raw\dogs\10254.jpg,dogs
data\raw\dogs\11905.jpg,dogs
data\raw\dogs\1988.jpg,dogs
data\raw\cats\11773.jpg,cats
data\raw\dogs\1387.jpg,dogs
data\raw\dogs\1715.jpg,dogs
data\raw\cats\10029.jpg,cats
data\raw\dogs\8461.jpg,dogs
data\raw\cats\7132.jpg,cats
data\raw\cats\6591.jpg,cats
data\raw\dogs\6734.jpg,dogs
data\raw\dogs\12332.jpg,dogs
data\raw\cats\5987.jpg,cats
data\raw\cats\6950.jpg,cats
data\raw\cats\6912.jpg,cats
data\raw\dogs\8325.jpg,dogs
data\raw\cats\3129.jpg,cats
data\raw\cats\1659.jpg,cats
data\raw\cats\10151.jpg,cats
data\raw\dogs\11117.jpg,dogs
data\raw\cats\2048.jpg,cats
data\raw\cats\9440.jpg,cats
data\raw\cats\12440.jpg,cats
data\raw\dogs\9979.jpg,dogs
data\raw\dogs\3875.jpg,dogs
data\raw\dogs\3849.jpg,dogs
data\raw\dogs\10786.jpg,dogs
data\raw\cats\11815.jpg,cats
data\raw\cats\6532.jpg,cats
data\raw\dogs\12051.jpg,dogs
data\raw\dogs\38.jpg,dogs
data\raw\dogs\8295.jpg,dogs
data\raw\dogs\6685.jpg,dogs
data\raw\dogs\177.jpg,dogs
data\raw\cats\1155.jpg,cats
data\raw\dogs\1726.jpg,dogs
data\raw\dogs\7376.jpg,dogs
data\raw\dogs\1079.jpg,dogs
data\raw\dogs\2115.jpg,dogs
data\raw\cats\7701.jpg,cats
data\raw\dogs\9833.jpg,dogs
data\raw\dogs\10235.jpg,dogs
data\raw\cats\12045.jpg,cats
data\raw\dogs\4853.jpg,dogs
data\raw\cats\1090.jpg,cats
data\raw\cats\11377.jpg,cats
data\raw\dogs\1578.jpg,dogs
data\raw\cats\9922.jpg,cats
